,stop_name,stop_lat,stop_lon,route_type,route_short_name,suburb
30,Liston Ave/Cheddar Rd (Reservoir),-37.69744778,145.0210017,3,556,Reservoir
31,Eastgate St/Cumberland Rd (Pascoe Vale South),-37.73550025,144.9376746,3,513,Pascoe Vale South
32,Bell St/Cumberland Rd (Pascoe Vale South),-37.73761144,144.9372983,3,513,Pascoe Vale South
33,Balmoral Ave/Bell St (Pascoe Vale South),-37.73879226,144.9419521,3,903,Pascoe Vale South
34,Balmoral Ave/Bell St (Pascoe Vale South),-37.73879226,144.9419521,3,513,Pascoe Vale South
35,Royal Pde/Bell St (Pascoe Vale South),-37.73940394,144.9470531,3,903,Pascoe Vale South
36,Royal Pde/Bell St (Pascoe Vale South),-37.73940394,144.9470531,3,513,Pascoe Vale South
37,Davis St/Bell St (Coburg),-37.73979317,144.9507759,3,903,Coburg
38,Davis St/Bell St (Coburg),-37.73979317,144.9507759,3,561,Coburg
39,Davis St/Bell St (Coburg),-37.73979317,144.9507759,3,513,Coburg
40,Linsey St/Bell St (Coburg),-37.74008605,144.9536275,3,903,Coburg
41,Linsey St/Bell St (Coburg),-37.74008605,144.9536275,3,561,Coburg
42,Linsey St/Bell St (Coburg),-37.74008605,144.9536275,3,513,Coburg
43,Kelson St/Bell St (Coburg),-37.74032576,144.9560154,3,903,Coburg
44,Kelson St/Bell St (Coburg),-37.74032576,144.9560154,3,561,Coburg
45,Kelson St/Bell St (Coburg),-37.74032576,144.9560154,3,513,Coburg
46,Nelson St/Bell St (Coburg),-37.74071785,144.9599197,3,903,Coburg
47,Nelson St/Bell St (Coburg),-37.74071785,144.9599197,3,561,Coburg
48,Nelson St/Bell St (Coburg),-37.74071785,144.9599197,3,513,Coburg
49,Coburg Cemetery/Bell St (Preston),-37.74310506,144.9823698,3,903,Preston
50,Coburg Cemetery/Bell St (Preston),-37.74310506,144.9823698,3,513,Preston
51,Tasman St/Bell St (Preston),-37.7435479,144.9856035,3,903,Preston
52,Tasman St/Bell St (Preston),-37.7435479,144.9856035,3,513,Preston
53,Keon Pde/Dalton Rd (Thomastown),-37.69504181,145.0231639,3,556,Thomastown
54,Gilbert Rd/Bell St (Preston),-37.74397544,144.9895299,3,903,Preston
55,Gilbert Rd/Bell St (Preston),-37.74397544,144.9895299,3,513,Preston
56,Erin St/Bell St (Preston),-37.74427667,144.9929264,3,903,Preston
57,Erin St/Bell St (Preston),-37.74427667,144.9929264,3,513,Preston
58,Penola St/Bell St (Preston),-37.74455323,144.9959377,3,903,Preston
59,Penola St/Bell St (Preston),-37.74455323,144.9959377,3,513,Preston
60,Bell Railway Station/Bell St (Preston),-37.7451615,145.0020384,3,513,Preston
61,Plenty Rd/Bell St (Preston),-37.74548267,145.0050372,3,513,Preston
62,Panch Health Centre/Bell St (Preston),-37.74582045,145.0084896,3,513,Preston
63,O'Keefe St/Bell St (Preston),-37.74650014,145.0145886,3,513,Preston
64,Liberty Pde/Bell St (Bellfield (3081)),-37.7494194,145.0371418,3,513,Heidelberg West
65,Oriel Rd/Bell St (Bellfield (3081)),-37.74972949,145.0395284,3,513,Heidelberg West
66,Wood St/Dalton Rd (Thomastown),-37.6920077,145.0254899,3,556,Thomastown
67,Plunkett St/Bell St (Bellfield (3081)),-37.7503134,145.0426682,3,513,Heidelberg West
68,Waterdale Rd/Bell St (Bellfield (3081)),-37.7510312,145.0451917,3,903,Heidelberg West
69,Waterdale Rd/Bell St (Bellfield (3081)),-37.7510312,145.0451917,3,513,Heidelberg West
70,Gotha St/Bell St (Heidelberg Heights),-37.75189457,145.0478022,3,903,Heidelberg West
71,Gotha St/Bell St (Heidelberg Heights),-37.75189457,145.0478022,3,513,Heidelberg West
72,Austin Repat MC/Bell St (Heidelberg Heights),-37.75267606,145.0498247,3,903,Heidelberg West
73,Austin Repat MC/Bell St (Heidelberg Heights),-37.75267606,145.0498247,3,513,Heidelberg West
74,Myrtle St/Bell St (Heidelberg Heights),-37.75384072,145.0526771,3,513,Heidelberg West
75,Cartmell St/Cape St (Heidelberg),-37.75559602,145.0673302,3,513,Heidelberg - Rosanna
76,Brown St/Rosanna Rd (Heidelberg),-37.75210398,145.0703607,3,513,Heidelberg - Rosanna
77,Reid St/Rosanna Rd (Heidelberg),-37.75001084,145.0707669,3,513,Heidelberg - Rosanna
78,St James Rd/Rosanna Rd (Heidelberg),-37.74857343,145.0710426,3,513,Heidelberg - Rosanna
79,Settlement Rd/Dalton Rd (Thomastown),-37.68827471,145.0280611,3,556,Thomastown
80,Station Rd/Rosanna Rd (Rosanna),-37.74569732,145.0715145,3,513,Heidelberg - Rosanna
81,Millicent St/Lower Plenty Rd (Rosanna),-37.74048948,145.06938,3,513,Heidelberg - Rosanna
82,Arden Cres/Lower Plenty Rd (Rosanna),-37.7396742,145.0707743,3,513,Heidelberg - Rosanna
83,Milford Gr/Lower Plenty Rd (Rosanna),-37.73803532,145.0736085,3,513,Heidelberg - Rosanna
84,Lyons St/Hyde St (Footscray),-37.8081946,144.8997382,3,409,West Footscray - Tottenham
85,Harris St/Hyde St (Footscray),-37.81115367,144.8984048,3,409,West Footscray - Tottenham
86,Yarraville Gardens/Hyde St (Yarraville),-37.8142695,144.8972714,3,409,Yarraville
87,Hall St/Hyde St (Yarraville),-37.81611028,144.8969011,3,409,Yarraville
88,Earsdon St/Hyde St (Yarraville),-37.81822106,144.8965118,3,409,Yarraville
89,Little Hyde St/Hyde St (Yarraville),-37.81988291,144.8962147,3,409,Yarraville
90,Alison St/Dalton Rd (Thomastown),-37.68400281,145.0291268,3,556,Thomastown
91,Hyde St/Francis St (Yarraville),-37.8217862,144.8953086,3,409,Yarraville
92,Stephen St/Francis St (Yarraville),-37.82146439,144.8924322,3,409,Yarraville
93,Hughes St/Francis St (Yarraville),-37.82125253,144.890666,3,409,Yarraville
94,Evans St/Bridge St (Port Melbourne),-37.83418498,144.9405878,3,606,Port Melbourne
95,158 Bridge St (Port Melbourne),-37.8358841,144.9424154,3,606,Port Melbourne
96,Bay Street Shops/Bay St (Port Melbourne),-37.8385098,144.9426038,3,606,Port Melbourne
97,Cruikshank St/Liardet St (Port Melbourne),-37.84002104,144.9450277,3,606,Port Melbourne
98,Bridport St/Richardson St (Albert Park),-37.84235279,144.9490312,3,606,Albert Park
99,Albert Park Shops/Richardson St (Albert Park),-37.84357915,144.951145,3,606,Albert Park
100,Kerferd Rd/Richardson St (Albert Park),-37.84557519,144.9545104,3,606,Albert Park
101,Buckingham Ct/Dalton Rd (Thomastown),-37.68055186,145.0297057,3,556,Thomastown
102,Middle Park Primary School/Richardson St (Middle Park),-37.84718593,144.9574888,3,606,Albert Park
103,Wright St/Richardson St (Middle Park),-37.84800597,144.9590459,3,606,Albert Park
104,Nimmo St/Richardson St (Middle Park),-37.84974881,144.9623732,3,606,Albert Park
105,Armstrong St/Danks St (Middle Park),-37.85308237,144.9628497,3,606,Albert Park
106,Fraser St/Patterson St (St Kilda West),-37.85536147,144.9669696,3,606,Albert Park
107,Jacoby Reserve/Park Lane (St Kilda West),-37.85719652,144.9704313,3,606,St Kilda
108,44 Park St (St Kilda),-37.85905675,144.9727445,3,606,St Kilda
109,Wattle St/Dalton Rd (Thomastown),-37.67855662,145.0300306,3,556,Thomastown
110,Warland Rd/Carrington St (Hampton East),-37.93606921,145.0337229,3,825,Hampton Park - Lynbrook
111,Dudley St/Spring Rd (Hampton East),-37.93994574,145.033813,3,825,Hampton Park - Lynbrook
112,Wickham Rd/Spring Rd (Hampton East),-37.94259331,145.0331621,3,825,Hampton Park - Lynbrook
113,Bluff Rd/Wickham Rd (Hampton),-37.94288719,145.0232769,3,708,Cheltenham - Highett
114,Bluff Rd/Wickham Rd (Hampton),-37.94288719,145.0232769,3,825,Cheltenham - Highett
115,Maple St/Dalton Rd (Lalor),-37.67501559,145.0306118,3,556,Lalor
116,June St/Bluff Rd (Hampton),-37.94550441,145.022433,3,825,Cheltenham - Highett
117,Abberfield Nursing Home/Bluff Rd (Sandringham),-37.94805549,145.0219435,3,825,Cheltenham - Highett
118,Sandringham College Highett/Bluff Rd (Sandringham),-37.95077656,145.0213812,3,825,Cheltenham - Highett
119,Sandringham College/Bluff Rd (Sandringham),-37.95432383,145.0206486,3,825,Sandringham - Black Rock
120,Holloway Rd/Bluff Rd (Sandringham),-37.95769938,145.0198865,3,825,Sandringham - Black Rock
121,College Gr/Balcombe Rd (Black Rock),-37.97567846,145.0188683,3,825,Sandringham - Black Rock
122,Cullinane St/Balcombe Rd (Black Rock),-37.97603147,145.0211016,3,825,Sandringham - Black Rock
123,Iluka St/Balcombe Rd (Black Rock),-37.97638519,145.0239154,3,825,Sandringham - Black Rock
124,Summerhill Rd/Balcombe Rd (Beaumaris),-37.97668155,145.0265373,3,825,Beaumaris
125,Haydens Rd/Balcombe Rd (Beaumaris),-37.97710062,145.0300326,3,825,Beaumaris
126,Deakin Ave/Dalton Rd (Lalor),-37.67174442,145.0311632,3,556,Lalor
127,Mcnaught St/Balcombe Rd (Beaumaris),-37.97805351,145.0352783,3,825,Beaumaris
128,Morey St/Balcombe Rd (Beaumaris),-37.9781401,145.0393859,3,825,Beaumaris
129,Thistle St/Mt Alexander Rd (Essendon),-37.75084981,144.9142653,3,903,Essendon - Aberfeldie
130,Thistle St/Mt Alexander Rd (Essendon),-37.75084981,144.9142653,3,476,Essendon - Aberfeldie
131,Thistle St/Mt Alexander Rd (Essendon),-37.75084981,144.9142653,3,477,Essendon - Aberfeldie
132,Thistle St/Mt Alexander Rd (Essendon),-37.75084981,144.9142653,3,483,Essendon - Aberfeldie
133,Ryland Ave/Maroondah Hwy (Croydon),-37.79008775,145.2661176,3,670,Croydon Hills - Warranwood
134,Stirling Rd/Maroondah Hwy (Croydon),-37.788496,145.2706404,3,670,Croydon Hills - Warranwood
135,Stirling Rd/Maroondah Hwy (Croydon),-37.788496,145.2706404,3,963,Croydon Hills - Warranwood
136,Bonnie View Rd/Maroondah Hwy (Croydon North),-37.78108142,145.2880841,3,670,Croydon Hills - Warranwood
137,Golf Links Rd/Maroondah Hwy (Croydon North),-37.77829267,145.2921565,3,670,Croydon Hills - Warranwood
138,Ruth St/Dalton Rd (Lalor),-37.66987509,145.0314734,3,556,Lalor
139,Primrose Rd/Maroondah Hwy (Croydon North),-37.77464495,145.292933,3,670,Croydon Hills - Warranwood
140,Dorset (after) Rd/Maroondah Hwy (Croydon),-37.77209932,145.2938885,3,670,Croydon Hills - Warranwood
141,Dorset (after) Rd/Maroondah Hwy (Croydon),-37.77209932,145.2938885,3,963,Croydon Hills - Warranwood
142,Exeter Rd/Maroondah Hwy (Croydon),-37.7704751,145.2956175,3,670,Croydon Hills - Warranwood
143,Golf Driving Range/Maroondah Hwy (Mooroolbark),-37.76702281,145.3011915,3,670,Chirnside Park
144,Old Melbourne Rd/Maroondah Hwy (Chirnside Park),-37.76546771,145.3045988,3,670,Chirnside Park
145,252 Maroondah Hwy (Mooroolbark),-37.76421039,145.3067844,3,670,Chirnside Park
146,Fletcher Rd/Maroondah Hwy (Mooroolbark),-37.76190865,145.3102993,3,670,Chirnside Park
147,Fletcher Rd/Maroondah Hwy (Mooroolbark),-37.76190865,145.3102993,3,963,Chirnside Park
148,Fletcher Rd/Maroondah Hwy (Mooroolbark),-37.76190865,145.3102993,3,964,Chirnside Park
149,Queen St/Dalton Rd (Lalor),-37.66805061,145.031771,3,556,Lalor
150,Powell St/Spring St (Reservoir),-37.72663676,145.0011975,3,553,Reservoir
151,Frankston St/Spring St (Reservoir),-37.72494772,145.0015039,3,553,Reservoir
152,Broughton Ave/Spring St (Reservoir),-37.72369871,145.001719,3,553,Reservoir
153,Reservoir St/Spring St (Reservoir),-37.72161757,145.0028187,3,553,Reservoir
154,Croft Cres/Spring St (Reservoir),-37.72031608,145.0041924,3,553,Reservoir
155,Viola St/Spring St (Reservoir),-37.71859025,145.0055207,3,553,Reservoir
156,Compton St/Edwardes St (Reservoir),-37.7158732,145.0020654,3,561,Reservoir
157,Compton St/Edwardes St (Reservoir),-37.7158732,145.0020654,3,553,Reservoir
158,Kelsby St/Edwardes St (Reservoir),-37.71540604,144.9979032,3,561,Reservoir
159,Kelsby St/Edwardes St (Reservoir),-37.71540604,144.9979032,3,553,Reservoir
160,Curtin Ave/Dalton Rd (Lalor),-37.66550757,145.0322123,3,556,Lalor
161,Gilbert Rd/Edwardes St (Reservoir),-37.71605004,144.9928489,3,561,Reservoir
162,Gilbert Rd/Edwardes St (Reservoir),-37.71605004,144.9928489,3,553,Reservoir
163,Pitt St/Edwardes St (Reservoir),-37.7143332,144.9878244,3,561,Reservoir
164,Pitt St/Edwardes St (Reservoir),-37.7143332,144.9878244,3,553,Reservoir
165,Newlands Rd/Edwardes St (Reservoir),-37.71400911,144.9846795,3,561,Reservoir
166,Newlands Rd/Edwardes St (Reservoir),-37.71400911,144.9846795,3,553,Reservoir
167,177 Henty St (Reservoir),-37.71751675,144.9826898,3,553,Reservoir
168,169 Henty St (Reservoir),-37.71771013,144.9845111,3,553,Reservoir
169,Wattlebrae St/Henty St (Reservoir),-37.71791593,144.9897014,3,553,Reservoir
170,137 Henty St (Reservoir),-37.71819909,144.9915089,3,553,Reservoir
171,Henty St/Gilbert Rd (Reservoir),-37.71860851,144.9933244,3,553,Reservoir
172,Kia Ora Rd/Gilbert Rd (Reservoir),-37.72002827,144.9930819,3,553,Reservoir
173,Childs Rd/Dalton Rd (Lalor),-37.66193757,145.0310596,3,556,Lalor
174,Dwyer Ave/Gilbert Rd (Reservoir),-37.72378444,144.9924473,3,553,Reservoir
175,Knox St/Gilbert Rd (Reservoir),-37.7254198,144.9921648,3,553,Reservoir
176,Beatty St/Gilbert Rd (Reservoir),-37.72640756,144.9919566,3,553,Reservoir
177,Gilbert Rd/Regent St (Preston),-37.7294489,144.9916816,3,553,Preston
178,Edwardes St/Kelsby St (Reservoir),-37.7151412,144.998228,3,553,Reservoir
179,Leamington St/Kelsby St (Reservoir),-37.71250846,144.9986845,3,553,Reservoir
180,Seaver Gr/Leamington St (Reservoir),-37.71127601,144.9908678,3,553,Reservoir
181,Gill St/Banbury Rd (Reservoir),-37.71260107,144.9893006,3,553,Reservoir
182,Edwardes St/Banbury Rd (Reservoir),-37.71404765,144.9890459,3,553,Reservoir
183,Holroyd Dr/Dalton Rd (Epping),-37.65940225,145.0303444,3,556,Epping
184,Luther College/Plymouth Rd (Croydon),-37.7830725,145.27138,3,380,Croydon Hills - Warranwood
185,Yarra Rd/Plymouth Rd (Croydon Hills),-37.78345349,145.2733924,3,672,Croydon Hills - Warranwood
186,Plymouth Rd/Yarra Rd (Croydon),-37.78365799,145.2744323,3,380,Croydon Hills - Warranwood
187,Clement Cres/Croydon Rd (Croydon),-37.78452504,145.2838144,3,670,Croydon Hills - Warranwood
188,Clement Cres/Croydon Rd (Croydon),-37.78452504,145.2838144,3,671,Croydon Hills - Warranwood
189,Grandview Ave/Croydon Rd (Croydon),-37.7866107,145.2834596,3,670,Croydon Hills - Warranwood
190,Grandview Ave/Croydon Rd (Croydon),-37.7866107,145.2834596,3,671,Croydon Hills - Warranwood
191,Melba College/Croydon Rd (Croydon),-37.78999558,145.2825863,3,670,Croydon Hills - Warranwood
192,Melba College/Croydon Rd (Croydon),-37.78999558,145.2825863,3,671,Croydon Hills - Warranwood
193,Croydon Primary School/Croydon Rd (Croydon),-37.79252069,145.282085,3,670,Croydon Hills - Warranwood
194,Croydon Primary School/Croydon Rd (Croydon),-37.79252069,145.282085,3,671,Croydon Hills - Warranwood
195,Larissa Ave/Maroondah Hwy (Ringwood),-37.81209504,145.2357499,3,670,Ringwood
196,Oliver St/Maroondah Hwy (Ringwood),-37.80945219,145.2392092,3,670,Ringwood
197,Oliver St/Maroondah Hwy (Ringwood),-37.80945219,145.2392092,3,963,Ringwood
198,Grand Pde/Dalton Rd (Epping),-37.65686651,145.0306834,3,556,Epping
199,Rupert St/Maroondah Hwy (Ringwood),-37.80850283,145.2402086,3,670,Ringwood
200,Leonard St/Maroondah Hwy (Ringwood),-37.80707171,145.2421395,3,670,Ringwood
201,Mines Rd/Maroondah Hwy (Ringwood East),-37.80504761,145.2447999,3,670,Ringwood
202,Dublin Rd/Maroondah Hwy (Ringwood East),-37.80268077,145.2474456,3,670,Ringwood
203,Everard Rd/Maroondah Hwy (Ringwood East),-37.80176258,145.2487281,3,670,Ringwood
204,463 Maroondah Hwy (Ringwood),-37.80032061,145.2505453,3,670,Ringwood
205,Oban Rd/Maroondah Hwy (Ringwood),-37.7980486,145.2535178,3,670,Ringwood
206,Oban Rd/Maroondah Hwy (Ringwood),-37.7980486,145.2535178,3,963,Ringwood
207,Maggs St/Maroondah Hwy (Croydon),-37.79398932,145.2593486,3,670,Croydon Hills - Warranwood
208,Hinkley Ave/Maroondah Hwy (Croydon),-37.79196732,145.2621784,3,670,Croydon Hills - Warranwood
209,Cherry Tree Gr/Maroondah Hwy (Croydon),-37.78960612,145.2670714,3,670,Croydon Hills - Warranwood
210,Melbourne Polytechnic/Dalton Rd (Epping),-37.65453985,145.0311303,3,556,Epping
211,Highland Ave/Maroondah Hwy (Croydon),-37.78824725,145.2708847,3,670,Croydon Hills - Warranwood
212,Highland Ave/Maroondah Hwy (Croydon),-37.78824725,145.2708847,3,963,Croydon Hills - Warranwood
213,Warrien Rd/Maroondah Hwy (Croydon North),-37.78236673,145.2847501,3,670,Croydon Hills - Warranwood
214,Bonnie View Rd/Maroondah Hwy (Croydon North),-37.78092008,145.2881446,3,670,Croydon Hills - Warranwood
215,Primrose Rd/Maroondah Hwy (Croydon North),-37.77462562,145.2928427,3,670,Croydon Hills - Warranwood
216,Exeter Rd/Maroondah Hwy (Croydon North),-37.77044578,145.2954592,3,670,Croydon Hills - Warranwood
217,Maroondah Adventure Golf Park/Maroondah Hwy (Chirnside Park),-37.76634628,145.3017746,3,670,Chirnside Park
218,Old Melbourne Rd/Maroondah Hwy (Chirnside Park),-37.76527574,145.3044102,3,670,Chirnside Park
219,Coulstock St/Davisson St (Epping),-37.64972294,145.029784,3,901,Epping
220,Coulstock St/Davisson St (Epping),-37.64972294,145.029784,3,556,Epping
221,Coulstock St/Davisson St (Epping),-37.64972294,145.029784,3,356,Epping
222,Coulstock St/Davisson St (Epping),-37.64972294,145.029784,3,357,Epping
223,Coulstock St/Davisson St (Epping),-37.64972294,145.029784,3,577,Epping
224,East Ridge Business Park/Maroondah Hwy (Chirnside Park),-37.76406395,145.3066289,3,670,Chirnside Park
225,High St/Miller St (Preston),-37.75211598,145.000285,3,553,Preston
226,William St/Regent St (Preston),-37.73069693,145.0036073,3,553,Preston
227,Regent St/Spring St (Preston),-37.72971721,145.00057,3,553,Reservoir
228,Rona St/Spring St (Reservoir),-37.72843236,145.0007975,3,553,Reservoir
229,Powell St/Spring St (Reservoir),-37.72668889,145.0010826,3,553,Reservoir
230,Davisson St/Rufus St (Epping),-37.64897429,145.0308239,3,556,Epping
231,Aquarena/Williamsons Rd (Templestowe Lower),-37.7743757,145.1263795,3,902,Templestowe Lower
232,Aquarena/Williamsons Rd (Templestowe Lower),-37.7743757,145.1263795,3,279,Templestowe Lower
233,Aquarena/Williamsons Rd (Templestowe Lower),-37.7743757,145.1263795,3,293,Templestowe Lower
234,Frankston St/Spring St (Reservoir),-37.72449713,145.0015046,3,553,Reservoir
235,Taylor Ave/Spring St (Reservoir),-37.72337404,145.001705,3,553,Reservoir
236,Moore Cres/Spring St (Reservoir),-37.72137589,145.0029159,3,553,Reservoir
237,Cleeland St/Spring St (Reservoir),-37.71796297,145.0057303,3,553,Reservoir
238,Reservoir Railway Station/Edwardes St (Reservoir),-37.7164395,145.0062363,3,561,Reservoir
239,Reservoir Railway Station/Edwardes St (Reservoir),-37.7164395,145.0062363,3,553,Reservoir
240,Olive St/Edwardes St (Reservoir),-37.71621177,145.0044954,3,561,Reservoir
241,Olive St/Edwardes St (Reservoir),-37.71621177,145.0044954,3,553,Reservoir
242,Kelsby St/Edwardes St (Reservoir),-37.71554675,144.9982284,3,561,Reservoir
243,Kelsby St/Edwardes St (Reservoir),-37.71554675,144.9982284,3,553,Reservoir
244,Willoughby St/Edwardes St (Reservoir),-37.71538658,144.9967579,3,561,Reservoir
245,Willoughby St/Edwardes St (Reservoir),-37.71538658,144.9967579,3,553,Reservoir
246,Gilbert Rd/Edwardes St (Reservoir),-37.71631622,144.9926035,3,561,Reservoir
247,Gilbert Rd/Edwardes St (Reservoir),-37.71631622,144.9926035,3,553,Reservoir
248,Pitt St/Edwardes St (Reservoir),-37.71445321,144.9879913,3,561,Reservoir
249,Pitt St/Edwardes St (Reservoir),-37.71445321,144.9879913,3,553,Reservoir
250,Keith Ave/Greenbrook Dr (Epping),-37.64768064,145.0353917,3,556,Epping
251,Newlands Rd/Edwardes St (Reservoir),-37.71407768,144.9844734,3,561,Reservoir
252,Newlands Rd/Edwardes St (Reservoir),-37.71407768,144.9844734,3,553,Reservoir
253,Newlands Rd/Henty St (Reservoir),-37.71743704,144.9827714,3,553,Reservoir
254,Meadowbank Dr/Furlong Rd (Sunshine North),-37.76142262,144.8222506,3,408,Sunshine North
255,Sunshine Hospital/Furlong Rd (St Albans),-37.76065959,144.8151105,3,408,St Albans
256,Ironbark St/Furlong Rd (St Albans),-37.76043529,144.8132215,3,408,St Albans
257,Ginifer Railway Station/Mulhall Dr (St Albans),-37.75814585,144.8107691,3,408,St Albans
258,Mcdonalds Rd/Greenbrook Dr (Epping),-37.64653878,145.0366346,3,556,Epping
259,St Albans Secondary College/Main Rd East (St Albans),-37.7449737,144.8065612,3,408,St Albans
260,St Albans Secondary College/Main Rd East (St Albans),-37.7449737,144.8065612,3,419,St Albans
261,Lester Ave/Main Rd East (St Albans),-37.74542182,144.8103044,3,408,St Albans
262,Lester Ave/Main Rd East (St Albans),-37.74542182,144.8103044,3,419,St Albans
263,Lyons St/Hyde St (Footscray),-37.80878563,144.8995283,3,409,West Footscray - Tottenham
264,Princess St/Hyde St (Footscray),-37.81124708,144.8980842,3,409,Yarraville
265,Somerville Rd/Hyde St (Yarraville),-37.81468058,144.897078,3,409,Yarraville
266,Greenbrook SC/McDonalds Rd (Epping),-37.64583938,145.0400985,3,901,Epping
267,Greenbrook SC/McDonalds Rd (Epping),-37.64583938,145.0400985,3,556,Epping
268,Lennox St/Hyde St (Yarraville),-37.81633282,144.8967471,3,409,Yarraville
269,204 Hyde St (Yarraville),-37.81787818,144.8964874,3,409,Yarraville
270,Kent St/Hyde St (Yarraville),-37.8201603,144.8961045,3,409,Yarraville
271,Hyde St/Francis St (Yarraville),-37.82174027,144.8957643,3,409,Yarraville
272,Ballarat St/Francis St (Yarraville),-37.82111687,144.8901359,3,409,Yarraville
273,Bunninyong St/Francis St (Yarraville),-37.8208156,144.8874066,3,409,Yarraville
274,271 Narre Warren North Rd (Narre Warren),-37.99940239,145.3120152,3,841,Narre Warren East
275,271 Narre Warren North Rd (Narre Warren),-37.99940239,145.3120152,3,842,Narre Warren East
276,Hansen Reserve/Roberts St (West Footscray),-37.80522521,144.8708823,3,414,West Footscray - Tottenham
277,Indwe St/Roberts St (West Footscray),-37.8031872,144.8713042,3,414,West Footscray - Tottenham
278,Greenview Ct/McDonalds Rd (Epping),-37.64622011,145.0434886,3,901,Epping
279,Greenview Ct/McDonalds Rd (Epping),-37.64622011,145.0434886,3,556,Epping
280,Sunshine Rd/Roberts St (West Footscray),-37.80113668,144.8715335,3,414,West Footscray - Tottenham
281,Stradbroke St/Sunshine Rd (West Footscray),-37.80152754,144.8792112,3,414,West Footscray - Tottenham
282,West Footscray Railway Station/Sunshine Rd (West Footscray),-37.80239998,144.8841267,3,411,West Footscray - Tottenham
283,West Footscray Railway Station/Sunshine Rd (West Footscray),-37.80239998,144.8841267,3,412,West Footscray - Tottenham
284,West Footscray Railway Station/Sunshine Rd (West Footscray),-37.80239998,144.8841267,3,414,West Footscray - Tottenham
285,Ross St/Bridge St (Port Melbourne),-37.83424107,144.9401886,3,606,Port Melbourne
286,Station St/Bridge St (Port Melbourne),-37.83543288,144.9413485,3,606,Port Melbourne
287,Bay Street Shops/Bridge St (Port Melbourne),-37.83674885,144.9434254,3,606,Port Melbourne
288,Cruikshank St/Liardet St (Port Melbourne),-37.84030808,144.9449515,3,606,Port Melbourne
289,Bridport St/Richardson St (Albert Park),-37.84223719,144.9486026,3,606,Albert Park
290,Albert Park Shops/Richardson St (Albert Park),-37.84410384,144.9517782,3,606,Albert Park
291,Kerferd Rd/Richardson St (Albert Park),-37.84628376,144.9553545,3,606,Albert Park
292,Merrill Dr/McDonalds Rd (Epping),-37.64648814,145.0460658,3,901,Epping
293,Merrill Dr/McDonalds Rd (Epping),-37.64648814,145.0460658,3,556,Epping
294,Middle Park Primary School/Richardson St (Middle Park),-37.84754314,144.9578199,3,606,Albert Park
