Address,Business.Type,Latitude,Longitude,Name.of.Business,Phone.Number,Suburb
,Childcare,-37.7249511,144.88122990000005,Bimbi Day Care,,Airport West
,Childcare,-37.7233067,144.8805553,"World4Kids Before, After & Holiday Program (St Christophers)",,Airport West
,Childcare,-37.84892670000001,144.97956100000005,Guardian Early Learning Centre - St Kilda Road,,Albert Park
,Childcare,-37.775086,145.026163,Journey Early Learning Centre - Alphington,,Alphington - Fairfield
,Childcare,-37.7721264,145.024365,Perry Street Childcare Centre & Elizabeth Gorman Memorial Kindergarten,,Alphington - Fairfield
,Childcare,-37.8671628,144.8238794,Goodstart Early Learning - Altona,,Altona
,Childcare,-37.8657748,144.82972,Altona Early Education Centre,,Altona
,Childcare,-37.8708206,144.7685706,Maternal Child Centre,,Altona Meadows
,Childcare,-37.872702200000006,144.78296740000005,One Tree Altona Meadows Children's Centre,,Altona Meadows
,Childcare,-37.870247,144.76433500000005,Hobsons Bay Children's Centre,,Altona Meadows
,Childcare,-37.870525,144.76165600000004,Baby Bells Child Care Centre,,Altona Meadows
,Childcare,-37.8415467,144.8452638,Early Learners,,Altona North
,Childcare,-37.8316446,144.8253223,Headstart Early Learning Centre Altona North,,Altona North
,Childcare,-37.8322057,144.825063,Ava childcare,,Altona North
,Childcare,-37.826737,144.838961,Altona North Family Day Care Service,,Altona North
,Childcare,-37.828068,144.83983700000005,Only About Children,,Altona North
,Childcare,-37.7734842,144.88861630000005,Only About Children,,Maribyrnong
,Childcare,-37.842571,144.849736,Altona North Child Care Centre,,Altona North
,Childcare,-37.78301,144.827696,Anderson RD Child Care Centre,,Ardeer
,Childcare,-37.772836700000006,144.9224437,Tree House Early Learning Centre - Ascot Vale,,Ascot Vale
,Childcare,-37.8616946,145.08860159999998,Papilio Early Learning Ashburton,,Ashburton
,Childcare,-37.861728,145.088844,Ashburton Child Care Centre & Kindergarten,,Ashburton
,Childcare,-37.866753,145.09229399999995,Clever Kids Child Care & Kindergarten,,Ashburton
,Childcare,-37.866614,145.0972919,The Learning Sanctuary Ashwood,,Ashwood - Chadstone
,Childcare,-37.8678576,145.1047042,Ashwood Children Centre,,Ashwood - Chadstone
,Childcare,-38.0261828,145.1318494,Goodstart Early Learning - Aspendale Gardens,,Aspendale Gardens - Waterways
,Childcare,-37.65680800000001,144.424759,Pentland Childcare & Kindergarten,,Bacchus Marsh
,Childcare,-37.648951200000006,144.4306263,Sparrow House Early Learning Telford Park,,Bacchus Marsh
,Childcare,-37.65841500000001,144.4315911,Aussie Kindies Early Learning Bacchus Marsh,,Bacchus Marsh
,Childcare,-37.689334,144.413926,Early Learning Centre Maddingley,,Bacchus Marsh
,Childcare,-37.665036,144.436107,Bacchus Marsh Childcare & Kindergarten Centre,,Bacchus Marsh
,Childcare,-37.8116318,145.08138069999995,Balwyn Childcare Centre & Kindergarten,,Balwyn
,Childcare,-37.8044201,145.0963048,Minifie Park Early Childhood Centre,,Balwyn
,Childcare,-37.8113816,145.08172109999995,3 Apples Childcare Centre & Kindergarten,,Balwyn
,Childcare,-37.792721,145.09012099999995,Red Apple Early Learning Centre,,Balwyn North
,Childcare,-37.843895,145.266049,BAYSWATER CHILD CARE & KINDER,,Bayswater
,Childcare,-37.8439027,145.2660243,Honey Beez Early Learning Centre,,Bayswater
,Childcare,-37.842676,145.258646,Little Jazzys ELC,,Bayswater
,Childcare,-37.8529464,145.2530085,Mothers Love Child Care Services,,Bayswater
,Childcare,-37.8168007,145.16536399999995,Mothers Love Child Care Services,,Blackburn
,Childcare,-37.8544375,145.2718128,Mothers Love Child Care Services,,Boronia
,Childcare,-37.8392579,145.1342898,Mothers Love Child Care Services,,Box Hill
,Childcare,-37.7879185,145.1245311,Mothers Love Child Care Services,,Doncaster
,Childcare,-37.99652310000001,145.2366594,Mothers Love Child Care Services,,Doveton
,Childcare,-37.839727,145.17738500000004,Mothers Love Child Care Services,,Forest Hill
,Childcare,-37.6967301,145.1067711,Mothers Love Child Care Services,,Greensborough
,Childcare,-37.884523,145.120542,Mothers Love Child Care Services,,Mount Waverley
,Childcare,-37.933692,145.180175,Mothers Love Child Care Services,,Mulgrave
,Childcare,-38.059138,145.290684,Mothers Love Child Care Services,,Narre Warren South
,Childcare,-37.8157628,145.23375900000005,Mothers Love Child Care Services,,Ringwood
,Childcare,-37.7701604,145.1213706,Mothers Love Child Care Services,,Templestowe Lower
,Childcare,-37.8426942,145.233312,Mothers Love Child Care Services,,Wantirna
,Childcare,-37.8482034,145.26475530000005,Our Lady of Lourdes Early Childhood Centre,,Bayswater
,Childcare,-37.8467338,145.2685834,Coorie Avenue Children's Center,,Bayswater
,Childcare,-37.831312,145.29398899999995,Arrabri Community House,,Bayswater North
,Childcare,-37.83144520000001,145.30201630000005,Goodstart Early Learning - Bayswater North,,Bayswater North
,Childcare,-38.0560191,145.38600559999998,Beaconsfield Children's Hub Panorama Estate,,Beaconsfield - Officer
,Childcare,-38.0516873,145.380842,First Grammar Beaconsfield,,Beaconsfield - Officer
,Childcare,-38.045603,145.369072,Little Owls Early Learning Centre,,Beaconsfield - Officer
,Childcare,-38.0562982,145.385432,Kids in Family Day Care,,Beaconsfield - Officer
,Childcare,-38.0614591,145.4125138,Officer Childcare & Swim School,,Beaconsfield - Officer
,Childcare,-37.980499,145.046248,Elliniki Early Learning Centre,,Beaumaris
,Childcare,-37.9859051,145.0355718,Goodstart Early Learning Beaumaris,,Beaumaris
,Childcare,-37.9263735,145.3528684,Goodstart Early Learning Belgrave Heights,,Belgrave - Selby
,Childcare,-37.9226625,145.03924750000004,Bentleigh Early Child Education Co-operative,,Bentleigh - McKinnon
,Childcare,-37.908936,145.033629,Goodstart Early Learning - McKinnon,,Bentleigh - McKinnon
,Childcare,-37.917277,145.031427,Roseberry House Early Learning Centre,,Bentleigh - McKinnon
,Childcare,-37.921062,145.026061,Time-Out Child Care Centre,,Bentleigh - McKinnon
,Childcare,-37.919406,145.071684,Gan Gabi & Rivki Early Learning Centre,,Bentleigh East
,Childcare,-37.9108317,145.0528476,Kids Time Early Learning Centre,,Bentleigh East
,Childcare,-37.9325781,145.0563352,Kids Time Early Learning Centre,,Bentleigh East
,Childcare,-37.9121249,145.0655177,Guardian Childcare & Early Learning Centre - Bentleigh East,,Bentleigh East
,Childcare,-37.9287093,145.05797280000004,East Bentleigh Child Care Centre,,Bentleigh East
,Childcare,-37.927779,145.063207,Chesterville Road Early Learning & Kinder,,Bentleigh East
,Childcare,-37.9134537,145.0551517,Goodstart Early Learning Bentleigh East - McKinnon Road,,Bentleigh East
,Childcare,-37.9217834,145.0618708,Buckets Early Learning Centre,,Bentleigh East
,Childcare,-37.9361174,145.0606627,Minnows Bentleigh East,,Bentleigh East
,Childcare,-37.9376761,145.074323,Goodstart Early Learning Bentleigh East - South Road,,Bentleigh East
,Childcare,-37.8212467,145.15403380000004,Blackburn Children's Service Centre,,Blackburn
,Childcare,-37.817433,145.1582861,Maple Street Early Learning,,Blackburn
,Childcare,-37.815476,145.139812,Rugratz Retreat Early Learning Centre,,Blackburn
,Childcare,-37.809776,145.1577579,Blackburn Early Learning Centre,,Blackburn
,Childcare,-37.8441509,145.137214,True Maple Bilingual,,Blackburn South
,Childcare,-37.831662,145.13646200000005,Goodstart Early Learning Blackburn South,,Blackburn South
,Childcare,-37.8326276,145.1524911,Starfish Early Learning Centre - Blackburn,,Blackburn South
,Childcare,-37.839256,145.158972,Holbury Childrens Centre,,Blackburn South
,Childcare,-37.856101,145.296946,Mission Australia Early Learning Boronia,,Boronia
,Childcare,-37.847388,145.300243,Great Beginnings Boronia,,Boronia
,Childcare,-37.8623324,145.28030780000003,Top Kids Childcare & Preschool,,Boronia
,Childcare,-37.8627333,145.29596940000005,Goodstart Early Learning Boronia,,Boronia
,Childcare,-37.8199383,145.1185924,Paisley Park Early Learning Centre,,Box Hill
,Childcare,-38.1028553,145.281221,Paisley Park Early Learning Centre,,Cranbourne
,Childcare,-37.8172133,145.1257889,Watts Street Children's Centre,,Box Hill
,Childcare,-37.8192919,145.1292634,Goodstart Early Learning Box Hill - Whitehorse Road,,Box Hill
,Childcare,-37.82477520000001,145.1351524,Sweetland Road Early Learning Centre,,Box Hill
,Childcare,-37.81208779999999,145.12919240000005,MARY'S LITTLE LAMBS EARLY LEARNING CENTRE,,Box Hill North
,Childcare,-37.805685,145.133471,Box Hill Early Learning Centre,,Box Hill North
,Childcare,-37.79062370000001,144.8469575,Harmony Early Learning Braybrook,,Braybrook
,Childcare,-37.7863964,144.8539239,Braybrook Early Learning Centre,,Braybrook
,Childcare,-37.785688,144.852573,Little Champs Childcare,,Braybrook
,Childcare,-37.860443,144.667325,Little Champs Childcare,,Hoppers Crossing
,Childcare,-37.786895,144.874477,Little V.I.P's,,Braybrook
,Childcare,-37.785255,144.855756,Goodstart Early Learning - Braybrook,,Braybrook
,Childcare,-37.7791763,144.87706730000005,Explorers,,Braybrook
,Childcare,-37.910777,144.99150600000004,Brighton Beach Childcare & Kindergarten,,Brighton
,Childcare,-37.929504,144.993356,Brighton Beach Childcare & Kindergarten,,Brighton
,Childcare,-37.8913251,145.000213,Brighton Playroom Inc.,,Brighton
,Childcare,-37.913029,145.002019,Bambini Early Learning Centre,,Brighton
,Childcare,-37.7949981,144.9499075,Bambini Early Learning Centre,,Parkville
,Childcare,-37.901037,145.00732,Goodstart Early Learning Brighton East,,Brighton East
,Childcare,-37.932587,145.033142,Only About Children Brighton East,,Brighton East
,Childcare,-37.915865,145.0157154,Fox Kids Early Learning Centre,,Brighton East
,Childcare,-37.910519,145.010435,Linnea Specialised Childcare Services,,Brighton East
,Childcare,-37.677086,144.923602,MyCentre Child Care,,Broadmeadows
,Childcare,-37.686185,144.933132,Bright Beginnings Family Day Care Centre,,Broadmeadows
,Childcare,-37.686469,144.93071809999995,Pumpkin Family Day Care,,Broadmeadows
,Childcare,-37.681863,144.9118471,Gowrie Victoria Broadmeadows Valley,,Broadmeadows
,Childcare,-37.68219000000001,144.9147595,Dawn 2 Dusk Family Day Care,,Broadmeadows
,Childcare,-37.772312,144.966178,Brunswick Creche & Day Nursery,,Brunswick
,Childcare,-37.7663884,144.967692,Blyth Street Early Learning Centre,,Brunswick
,Childcare,-37.772965,144.964599,Brunswick Occasional Childcare,,Brunswick
,Childcare,-37.76739,144.964089,Happy Hippo Childcare Brunswick ,,Brunswick
,Childcare,-37.759344,144.958521,Moreland Community Childcare Centres,,Brunswick
,Childcare,-37.775793,144.9716886,The Learning Sanctuary Brunswick,,Brunswick East
,Childcare,-37.7515988,144.9293968,Goodstart Early Learning - Brunswick West,,Brunswick West
,Childcare,-37.76550570000001,144.947192,Brunswick West Early Learning Centre,,Brunswick West
,Childcare,-37.761317,144.938783,Dewdrops Early Learning,,Brunswick West
,Childcare,-37.720039,145.00826,Dewdrops Early Learning,,Reservoir
,Childcare,-37.7661779,145.0882763,Manningham Road Early Learning & Kinder,,Bulleen
,Childcare,-37.76006,145.083395,Creative Play Early Learning Centre,,Bulleen
,Childcare,-37.756073,145.092602,Wonderworld Childcare & Kinder,,Bulleen
,Childcare,-37.775372,145.09389,Moresby Avenue Child Care & Early Learning Centre,,Bulleen
,Childcare,-37.6996091,145.057699,Goodstart Early Learning Bundoora - Plenty Road,,Bundoora
,Childcare,-37.708373,145.0644542,Goodstart Early Learning Bundoora - Bendoran Crescent,,Bundoora
,Childcare,-37.7473233,144.7481979,Goodstart Early Learning Burnside,,Burnside
,Childcare,-37.726613,144.757498,Tiny Treasures Early Learning Centre,,Burnside Heights
,Childcare,-37.7345526,144.75288030000004,Kororoit Creek YMCA Early Learning Centre,,Burnside Heights
,Childcare,-37.8424859,145.1083244,Wattle Park Children's Services Centre,,Burwood
,Childcare,-37.849485,145.115671,Deakin & Community Childcare Co-operative,,Burwood
,Childcare,-37.7488657,144.7812822,Pink Lotus Family Day Care Services Scheme,,Cairnlea
,Childcare,-37.7590339,144.78887749999996,Cairnlea Kindy and Childcare Centre,,Cairnlea
,Childcare,-37.74730570000001,144.7791227,Pelican Early Learning Cairnlea,,Cairnlea
,Childcare,-37.842602,145.0966674,A Step Ahead Early Learning Camberwell,,Camberwell
,Childcare,-37.84758,145.072274,Only About Children Camberwell,,Camberwell
,Childcare,-37.8330321,145.0636516,Camberwell Kindergarten and Childcare Centre,,Camberwell
,Childcare,-37.847243,145.068825,Snugglepotts Childrens Centre,,Camberwell
,Childcare,-37.657679,144.954695,Dynamic Kids Family Day Care,,Campbellfield - Coolaroo
,Childcare,-37.67078,144.9548681,Kindaland Pty Ltd,,Campbellfield - Coolaroo
,Childcare,-37.79607100000001,144.974091,Tommaso Fiaschi Child Care Centre,,Carlton
,Childcare,-37.80638560000001,144.9656995,Rmit - City Campus Children's Centre,,Carlton
,Childcare,-37.7960765,144.9658311,MUFC Child Care Centre,,Carlton
,Childcare,-37.9536689,145.0224593,Sandringham Children's Centre,,Cheltenham
,Childcare,-37.9525386,145.05856930000004,Kids Company,,Cheltenham
,Childcare,-37.7552815,145.3133496,Community Kids Chirnside Park Early Education Centre,,Chirnside Park
,Childcare,-37.927389,145.107271,Kindy Patch Clarinda,,Clarinda South
,Childcare,-37.9369366,145.09704399999995,Goodstart Early Learning Oakleigh South,,Clarinda South
,Childcare,-37.9254851,145.0921994,Early Learning Centre Oakleigh South,,Clarinda South
,Childcare,-37.9174043,145.1385885,Nola-Dee Child Care Centre,,Clayton
,Childcare,-37.91798,145.121827,Murray Street Early Learning Centre,,Clayton
,Childcare,-37.9250696,145.11405200000004,Clayton Family Day Care,,Clayton
,Childcare,-37.9074369,145.13303369999997,CSIROCare Clayton,,Clayton
,Childcare,-37.9250199,145.1146241,Goodstart Early Learning Clayton,,Clayton
,Childcare,-37.9070379,145.1424904,Great Beginnings Notting Hill,,Clayton
,Childcare,-37.944792,145.1394284,Westall Children's Centre,,Clayton South
,Childcare,-37.9373111,145.11301819999997,Starfish Early Learning Centre - Clayton,,Clayton South
,Childcare,-37.9317798,145.1311608,Family Day Care,,Clayton South
,Childcare,-37.93348320000001,145.1311611,Clayton South Child Care Centre,,Clayton South
,Childcare,-37.9412526,145.1163194,Discovery Tree Early Learning Centre,,Clayton South
,Childcare,-37.7357305,144.9733324,Pelican Childcare Coburg,,Coburg
,Childcare,-37.7520379,144.97053200000005,The Grove Childrens Centre,,Coburg
,Childcare,-37.740996,144.969244,Moreland City Council Family Day Care,,Coburg
,Childcare,-37.74027570000001,144.957661,Goodstart Early Learning Coburg,,Coburg
,Childcare,-37.7228146,144.963865,Casa Bambini Coburg,,Coburg North
,Childcare,-37.7969798,144.9897116,Gold Street Children's Centre,,Collingwood
,,-37.796979799999995,144.9897116,Gold Street Children's Centre,,Collingwood
,Childcare,-37.5827104,144.9070049,Craigieburn West YMCA Early Learning Centre,,Craigieburn
,Childcare,-37.606706,144.9119385,Pelican Childcare Fairways,,Craigieburn
,Childcare,-37.5717354,144.9088644,Pelican Childcare Newbury Boulevard,,Craigieburn
,Childcare,-37.5890648,144.9172708,Amaary Family Day Care Service,,Craigieburn
,Childcare,-37.576066,144.907204,Newbury Family DayCare,,Craigieburn
,Childcare,-37.5923104,144.8940702,Green Leaves Early Learning Craigieburn,,Craigieburn
,Childcare,-37.58254760000001,144.9070073,YMCA Craigieburn Early Learning Centre,,Craigieburn
,Childcare,-37.583739,144.9351489,Pelican Childcare Craigieburn,,Craigieburn
,Childcare,-37.579191,144.925773,KU Craigieburn Children's Centre,,Craigieburn
,Childcare,-37.609614,144.931635,Hothlyn Drive Children's Centre,,Craigieburn
,Childcare,-37.60225,144.913976,Mothers Love Family Day Care,,Craigieburn
,Childcare,-38.0850341,145.29170280000002,Springhill Drive Early Learning & Kinder,,Cranbourne
,Childcare,-38.104597,145.27611000000005,Clarendon Street Community Child Care Centre,,Cranbourne
,Childcare,-38.0842814,145.279954,Bliss Early Learning Cranbourne,,Cranbourne
,Childcare,-38.1225189,145.2506801,Aussie Kindies Early Learning Cranbourne,,Cranbourne
,Childcare,-38.1072919,145.2811955,Cranbourne Day Care & Kindergarten Centre - Mundaring Drive,,Cranbourne
,Childcare,-38.099033,145.288857,Westernport Child Care Centre PTY LTD,,Cranbourne
,Childcare,-38.1057146,145.301117,Milestones Early Learning Cranbourne East,,Cranbourne
,Childcare,-38.1155255,145.3202687,Kids On Clyde,,Cranbourne
,Childcare,-38.1082987,145.3199581,Clyde North YMCA Early Learning Centre,,Cranbourne
,Childcare,-38.0952855,145.2933934,Casey Childcare & Kindergarten,,Cranbourne
,Childcare,-38.0953676,145.2942292,Casey Child Care & Kindergarten,,Cranbourne
,Childcare,-38.0967784,145.29422309999995,Mission Australia Early Learning Cranbourne East,,Cranbourne
,Childcare,-38.1034456,145.32368390000005,Headstart Early Education Clyde North,,Cranbourne
,Childcare,-38.1197953,145.298388,Eclipse Early Education Cranbourne East,,Cranbourne
,Childcare,-38.1193691,145.3055323,One Early Education Group,,Cranbourne
,Childcare,-38.0865291,145.332913,Aspire Childcare Berwick Waters,,Cranbourne
,Childcare,-38.082243,145.3266406,Cranbourne North YMCA Early Learning Centre,,Cranbourne
,Childcare,-38.0866868,145.3182556,Great Beginnings Cranbourne North,,Cranbourne
,Childcare,-38.069811,145.267682,Kidz R Kidz Early Learning Centre,,Cranbourne
,Childcare,-38.0776907,145.2862336,Mothers Love Family Daycare,,Cranbourne
,Childcare,-38.0808359,145.2839822,Bluebird Early Education Cranbourne,,Cranbourne
,Childcare,-38.07612,145.274383,Shooting Stars Early Learning Centre dd,,Cranbourne
,Childcare,-38.0971774,145.2456975,Aspire Childcare Cranbourne West,,Cranbourne
,Childcare,-38.0935161,145.2533529,Evans Park Early Learning Centre,,Cranbourne
,Childcare,-38.0793093,145.2443835,Kool Kidz Childcare,,Cranbourne
,Childcare,-37.6429182,144.87942019999997,Kool Kidz Childcare,,Greenvale - Bulla
,Childcare,-37.65384810000001,145.07853319999995,Kool Kidz Childcare,,Mill Park
,Childcare,-38.0309364,145.3057926,Kool Kidz Childcare,,Narre Warren West
,Childcare,-37.7745042,144.75495519999996,Kool Kidz Childcare,,Rockbank Cottrell
,,-37.534530100000005,144.89725959999998,Kool Kidz Childcare,,Mickleham - Yuroke
,Childcare,-38.109246,145.2554011,Pebble Patch ELC,,Cranbourne
,Childcare,-38.0891753,145.2679647,Bambino's Kindergarten Cranbourne West,,Cranbourne
,Childcare,-37.790775,145.291257,Child Care Centres,,Croydon
,Childcare,-37.8058329,145.2882121,Headstart Early Learning Centre Croydon,,Croydon
,Childcare,-37.800427,145.28620569999995,Swinburne Children's Centre - Croydon,,Croydon
,Childcare,-37.8013497,145.30763169999997,Lady Bug Early Learning Centre,,Croydon
,Childcare,-37.774221,145.293652,Milestone Child Care and Kindergarten,,Croydon
,Childcare,-37.789603,145.268526,Maroondah Kids Early Learning Centre,,Croydon
,Childcare,-37.7909647,145.2646087,Discovery Childcare and Education,,Croydon
,Childcare,-37.79297879999999,145.2821076,Platypus Junction Croydon,,Croydon
,Childcare,-37.8018118,145.3022971,Goodstart Early Learning Croydon,,Croydon
,Childcare,-37.800292,145.276861,Children's Corner learning centre,,Croydon
,Childcare,-37.799614,145.28637,Croydon Early Learning Centre,,Croydon
,Childcare,-37.769868,145.2946096,Croydon World of Learning,,Croydon Hills - Warranwood
,Childcare,-37.779636,145.289788,Pooh Bears House,,Croydon Hills - Warranwood
,Childcare,-37.8175674,145.2698261,Goodstart Early Learning - Croydon South,,Croydon South
,Childcare,-37.9688585,145.20205890000003,Goodstart Early Learning - Dandenong Heatherton Road,,Dandenong
,Childcare,-37.9714822,145.2258354,Little Dreamers Early Learning Centre,,Dandenong
,Childcare,-37.981664,145.216134,Market Street Occasional Child Care Centre,,Dandenong
,Childcare,-37.9905158,145.21331630000003,Uniting Children Family Day Care,,Dandenong
,Childcare,-37.9847067,145.2169254,Greater Dandenong Family Day Care Scheme,,Dandenong
,Childcare,-37.982188,145.2048337,Fifth Avenue Day care Centre,,Dandenong
,Childcare,-37.97036470000001,145.2026848,Young Einsteins Early Learning Centre,,Dandenong
,Childcare,-38.0448993,145.24463280000003,Monash Drive Early Learning & Kinder,,Dandenong
,Childcare,-37.9772605,145.2053507,Goodstart Early Learning Dandenong,,Dandenong
,Childcare,-37.967876,145.212108,Dandenong Day Nursery,,Dandenong
,Childcare,-37.771229,144.775847,Deer Park Children's Community Centre,,Deer Park - Derrimut
,Childcare,-37.7707662,144.77518510000004,Goodstart Early Learning Deer Park,,Deer Park - Derrimut
,Childcare,-37.768282,144.7649447,Orama Street Child Care Centre,,Deer Park - Derrimut
,Childcare,-37.7924888,144.77187419999996,Swan Childcare - Derrimut,,Deer Park - Derrimut
,Childcare,-37.7817831,144.7638131,Pelican Childcare Deer Park,,Deer Park - Derrimut
,Childcare,-37.7927816,144.7615927,Goodstart Early Learning - Derrimut,,Deer Park - Derrimut
,Childcare,-37.7901236,144.76343290000003,Derrimut YMCA Early Learning Centre,,Deer Park - Derrimut
,Childcare,-37.7126939,144.7791682,Oarsome Drive Childcare Centre,,Delahey
,Childcare,-37.71716770000001,144.77199330000005,Delahey Children's Centre,,Delahey
,Childcare,-37.720654,144.777089,Whiz Kidz Early Learning Centre & Pre-school Delahey,,Delahey
,Childcare,-37.8203825,144.94301389999995,The Harbour Family and Children's Centre,,Docklands
,Childcare,-37.8204666,144.9435466,Gowrie Victoria Docklands,,Docklands
,Childcare,-37.821373,144.95135,Kool Kidz Childcare Docklands,,Docklands
,Childcare,-37.8231696,144.95258169999997,Little Assets Early Learning Centre,,Docklands
,Childcare,-37.8198284,144.949715,Penguin Childcare Melbourne,,Docklands
,Childcare,-37.7873138,145.10540500000005,Wonderland Childcare & Kinder,,Doncaster
,Childcare,-37.781821,145.132056,Doncaster Early Learning Child Care,,Doncaster
,Childcare,-37.7707725,145.1710727,Goodstart Early Learning Doncaster East,,Doncaster East
,Childcare,-37.795031,145.150684,A.C.E. Child Care Centre,,Doncaster East
,Childcare,-37.7607217,145.16726709999998,Deep Creek Child Care Centre,,Doncaster East
,Childcare,-37.78981,145.152727,Minikins Kindergarten & Child Care Centre,,Doncaster East
,Childcare,-37.781156,145.153648,Mykidz Early Learning Centre PTY LTD,,Doncaster East
,Childcare,-37.7626408,145.1746091,Andersons Creek Road Early Learning & Kinder,,Doncaster East
,Childcare,-37.78392,145.156262,Doncast East Family Daycare ---Mothers Love Group,,Doncaster East
,Childcare,-37.788832,145.15657,Gloryland Childcare & Kindergarten,,Doncaster East
,Childcare,-37.7517343,145.1763311,Warrandyte Road Early Learning Centre,,Doncaster East
,Childcare,-37.7957451,145.177907,Montessori Early Education Centre,,Donvale Orchards
,Childcare,-37.791354,145.174969,Donvale Early Learning Centre,,Donvale Orchards
,Childcare,-37.789445,145.23563,The Learning Sanctuary Park Orchards,,Donvale Orchards
,Childcare,-37.5997092,145.1356429,Childcare Carole's Family Daycare Doreen,,Doreen
,Childcare,-37.5859281,145.12570269999995,Little Flyers - Laurimar Township,,Doreen
,Childcare,-37.579372,145.13722,Little Flyers - Laurimar Child Care & Early Learning,,Doreen
,Childcare,-37.993033,145.236182,Mona Family Day Care,,Doveton
,Childcare,-38.002036,145.24721,Mission Australia Early Learning Eumemmerring,,Doveton
,Childcare,-37.98060170000001,145.2403072,Mission Australia Early Learning Power Road,,Doveton
,Childcare,-37.8185362,144.988356,East Melbourne Childcare Co-operative,,East Melbourne
,,-37.818536200000004,144.988356,East Melbourne Childcare Co-operative,,East Melbourne
,Childcare,-38.0195783,145.0976884,Aspendale Playgroup,,Edithvale - Aspendale
,Childcare,-38.022152,145.10104099999995,Bonkers Beat Music Kinder & Childcare,,Edithvale - Aspendale
,Childcare,-38.0351328,145.1196695,Edithvale Family And Children's Centre,,Edithvale - Aspendale
,Childcare,-37.886635,145.001116,Bright Horizons Australia Childcare,,Elsternwick
,Childcare,-37.7080069,145.1673101,Eltham Woods Childcare Co-Operative,,Eltham
,Childcare,-37.702119,145.175501,Tarcoola Child Care Centre,,Eltham
,Childcare,-37.6898554,145.1428,Little Flyers - Eltham North,,Eltham
,Childcare,-37.720831,145.144354,Eltham Playhouse Occasional Care,,Eltham
,Childcare,-37.7031784,145.1628624,Eltham Learning Centre for Children,,Eltham
,Childcare,-37.883557,144.991298,Elwood Early Learning Center Shinetime,,Elwood
,Childcare,-37.9805502,145.2777395,Goodstart Early Learning Endeavour Hills - Barnsley Drive,,Endeavour Hills
,Childcare,-37.969483,145.2796294,KindyTown Endeavour HIlls Early Learning Centre,,Endeavour Hills
,Childcare,-37.9846354,145.2730706,Milly And Molly Family Day Care,,Endeavour Hills
,Childcare,-37.97597260000001,145.2702067,Goodstart Early Learning Endeavour Hills - Hanna Drive,,Endeavour Hills
,Childcare,-37.970483,145.258431,First Early Learning Endeavour Hills,,Endeavour Hills
,Childcare,-37.9752905,145.27614530000002,Rose Garden Childcare,,Endeavour Hills
,Childcare,-37.6223224,145.0029466,Epping North YMCA Early Learning Centre,,Epping
,Childcare,-37.6266686,145.0110634,Wallaby Childcare,,Epping
,Childcare,-37.649731,145.052031,Kalman Road Early Learning & Kinder,,Epping
,Childcare,-37.6533128,145.01874840000005,Goodstart Early Learning Epping,,Epping
,Childcare,-37.6528635,145.0305015,Future Super Stars ELC Epping,,Epping
,Childcare,-37.648333,145.008467,Great Beginnings Epping,,Epping
,Childcare,-37.633511,145.01799499999996,Annie's Day care,,Epping
,Childcare,-37.6289023,145.02748630000005,First Grammar Epping,,Epping
,Childcare,-37.6255933,145.00272959999995,Aurora's Little Kingdom Family Day Care In Epping,,Epping
